algorithm,n,test_type,bins_used,waste,runtime_ms,approx_ratio
BestFit,16,adversarial_harmonic,3,0.560447,0.0019,1.0000
FFD,16,adversarial_harmonic,3,0.560447,0.0014,1.0000
BFD,16,adversarial_harmonic,3,0.560447,0.0018,1.0000
NextFit,16,adversarial_mixed,6,0.400000,0.0012,1.0000
FirstFit,16,adversarial_mixed,6,0.400000,0.0012,1.0000
BestFit,16,adversarial_mixed,6,0.400000,0.0018,1.0000
FFD,16,adversarial_mixed,6,0.400000,0.0015,1.0000
BFD,16,adversarial_mixed,6,0.400000,0.0026,1.0000
NextFit,16,random_uniform,12,3.827491,0.0020,1.0909
FirstFit,16,random_uniform,12,3.827491,0.0011,1.0909
BestFit,16,random_uniform,12,3.827491,0.0034,1.0909
FFD,16,random_uniform,11,2.827491,0.0017,1.0000
BFD,16,random_uniform,11,2.827491,0.0025,1.0000
NextFit,16,random_normal,12,3.444361,0.0015,1.2000
FirstFit,16,random_normal,10,1.444361,0.0013,1.0000
BestFit,16,random_normal,10,1.444361,0.0026,1.0000
FFD,16,random_normal,10,1.444361,0.0014,1.0000
BFD,16,random_normal,10,1.444361,0.0028,1.0000
NextFit,16,adversarial_over_half,16,7.840000,0.0014,1.0000
FirstFit,16,adversarial_over_half,16,7.840000,0.0011,1.0000
BestFit,16,adversarial_over_half,16,7.840000,0.0024,1.0000
FFD,16,adversarial_over_half,16,7.840000,0.0012,1.0000
BFD,16,adversarial_over_half,16,7.840000,0.0020,1.0000
NextFit,16,adversarial_harmonic,3,0.560447,0.0009,1.0000
FirstFit,16,adversarial_harmonic,3,0.560447,0.0010,1.0000
BestFit,16,adversarial_harmonic,3,0.560447,0.0021,1.0000
FFD,16,adversarial_harmonic,3,0.560447,0.0012,1.0000
BFD,16,adversarial_harmonic,3,0.560447,0.0018,1.0000
NextFit,16,adversarial_mixed,6,0.400000,0.0013,1.0000
FirstFit,16,adversarial_mixed,6,0.400000,0.0012,1.0000
BestFit,16,adversarial_mixed,6,0.400000,0.0022,1.0000
FFD,16,adversarial_mixed,6,0.400000,0.0018,1.0000
BFD,16,adversarial_mixed,6,0.400000,0.0029,1.0000
NextFit,16,random_uniform,10,3.437397,0.0015,1.4286
FirstFit,16,random_uniform,8,1.437397,0.0011,1.1429
BestFit,16,random_uniform,8,1.437397,0.0025,1.1429
FFD,16,random_uniform,7,0.437397,0.0014,1.0000
BFD,16,random_uniform,7,0.437397,0.0024,1.0000
NextFit,16,random_normal,15,5.595239,0.0016,1.2500
FirstFit,16,random_normal,12,2.595239,0.0013,1.0000
BestFit,16,random_normal,12,2.595239,0.0027,1.0000
FFD,16,random_normal,12,2.595239,0.0015,1.0000
BFD,16,random_normal,12,2.595239,0.0024,1.0000
NextFit,16,adversarial_over_half,16,7.840000,0.0014,1.0000
FirstFit,16,adversarial_over_half,16,7.840000,0.0011,1.0000
BestFit,16,adversarial_over_half,16,7.840000,0.0025,1.0000
FFD,16,adversarial_over_half,16,7.840000,0.0013,1.0000
BFD,16,adversarial_over_half,16,7.840000,0.0021,1.0000
NextFit,16,adversarial_harmonic,3,0.560447,0.0016,1.0000
FirstFit,16,adversarial_harmonic,3,0.560447,0.0011,1.0000
BestFit,16,adversarial_harmonic,3,0.560447,0.0029,1.0000
FFD,16,adversarial_harmonic,3,0.560447,0.0019,1.0000
BFD,16,adversarial_harmonic,3,0.560447,0.0019,1.0000
NextFit,16,adversarial_mixed,6,0.400000,0.0023,1.0000
FirstFit,16,adversarial_mixed,6,0.400000,0.0018,1.0000
BestFit,16,adversarial_mixed,6,0.400000,0.0026,1.0000
FFD,16,adversarial_mixed,6,0.400000,0.0034,1.0000
BFD,16,adversarial_mixed,6,0.400000,0.0026,1.0000
NextFit,16,random_uniform,13,3.994428,0.0028,1.1818
FirstFit,16,random_uniform,12,2.994428,0.0011,1.0909
BestFit,16,random_uniform,12,2.994428,0.0035,1.0909
FFD,16,random_uniform,11,1.994428,0.0019,1.0000
BFD,16,random_uniform,11,1.994428,0.0026,1.0000
NextFit,16,random_normal,12,3.602388,0.0024,1.2000
FirstFit,16,random_normal,10,1.602388,0.0012,1.0000
BestFit,16,random_normal,10,1.602388,0.0028,1.0000
FFD,16,random_normal,10,1.602388,0.0019,1.0000
BFD,16,random_normal,10,1.602388,0.0024,1.0000
NextFit,16,adversarial_over_half,16,7.840000,0.0041,1.0000
FirstFit,16,adversarial_over_half,16,7.840000,0.0011,1.0000
BestFit,16,adversarial_over_half,16,7.840000,0.0057,1.0000
FFD,16,adversarial_over_half,16,7.840000,0.0057,1.0000
BFD,16,adversarial_over_half,16,7.840000,0.0024,1.0000
NextFit,16,adversarial_harmonic,3,0.560447,0.0010,1.0000
FirstFit,16,adversarial_harmonic,3,0.560447,0.0011,1.0000
BestFit,16,adversarial_harmonic,3,0.560447,0.0018,1.0000
FFD,16,adversarial_harmonic,3,0.560447,0.0014,1.0000
BFD,16,adversarial_harmonic,3,0.560447,0.0016,1.0000
NextFit,16,adversarial_mixed,6,0.400000,0.0012,1.0000
FirstFit,16,adversarial_mixed,6,0.400000,0.0015,1.0000
BestFit,16,adversarial_mixed,6,0.400000,0.0020,1.0000
FFD,16,adversarial_mixed,6,0.400000,0.0017,1.0000
BFD,16,adversarial_mixed,6,0.400000,0.0025,1.0000
NextFit,16,random_uniform,15,4.525876,0.0018,1.0714
FirstFit,16,random_uniform,14,3.525876,0.0011,1.0000
BestFit,16,random_uniform,14,3.525876,0.0028,1.0000
FFD,16,random_uniform,14,3.525876,0.0014,1.0000
BFD,16,random_uniform,14,3.525876,0.0023,1.0000
NextFit,16,random_normal,13,3.787823,0.0020,1.1818
FirstFit,16,random_normal,12,2.787823,0.0011,1.0909
BestFit,16,random_normal,11,1.787823,0.0029,1.0000
FFD,16,random_normal,11,1.787823,0.0016,1.0000
BFD,16,random_normal,11,1.787823,0.0027,1.0000
NextFit,16,adversarial_over_half,16,7.840000,0.0014,1.0000
FirstFit,16,adversarial_over_half,16,7.840000,0.0012,1.0000
BestFit,16,adversarial_over_half,16,7.840000,0.0025,1.0000
FFD,16,adversarial_over_half,16,7.840000,0.0014,1.0000
BFD,16,adversarial_over_half,16,7.840000,0.0020,1.0000
NextFit,16,adversarial_harmonic,3,0.560447,0.0009,1.0000
FirstFit,16,adversarial_harmonic,3,0.560447,0.0010,1.0000
BestFit,16,adversarial_harmonic,3,0.560447,0.0018,1.0000
FFD,16,adversarial_harmonic,3,0.560447,0.0013,1.0000
BFD,16,adversarial_harmonic,3,0.560447,0.0017,1.0000
NextFit,16,adversarial_mixed,6,0.400000,0.0013,1.0000
FirstFit,16,adversarial_mixed,6,0.400000,0.0012,1.0000
BestFit,16,adversarial_mixed,6,0.400000,0.0021,1.0000
FFD,16,adversarial_mixed,6,0.400000,0.0016,1.0000
BFD,16,adversarial_mixed,6,0.400000,0.0024,1.0000
NextFit,16,random_uniform,12,4.330167,0.0031,1.3333
FirstFit,16,random_uniform,9,1.330167,0.0010,1.0000
BestFit,16,random_uniform,9,1.330167,0.0034,1.0000
FFD,16,random_uniform,9,1.330167,0.0021,1.0000
BFD,16,random_uniform,9,1.330167,0.0025,1.0000
NextFit,16,random_normal,13,4.888191,0.0019,1.3000
FirstFit,16,random_normal,11,2.888191,0.0012,1.1000
BestFit,16,random_normal,11,2.888191,0.0026,1.1000
FFD,16,random_normal,10,1.888191,0.0015,1.0000
BFD,16,random_normal,10,1.888191,0.0024,1.0000
NextFit,16,adversarial_over_half,16,7.840000,0.0018,1.0000
FirstFit,16,adversarial_over_half,16,7.840000,0.0010,1.0000
BestFit,16,adversarial_over_half,16,7.840000,0.0025,1.0000
FFD,16,adversarial_over_half,16,7.840000,0.0014,1.0000
BFD,16,adversarial_over_half,16,7.840000,0.0020,1.0000
NextFit,16,adversarial_harmonic,3,0.560447,0.0009,1.0000
FirstFit,16,adversarial_harmonic,3,0.560447,0.0010,1.0000
BestFit,16,adversarial_harmonic,3,0.560447,0.0019,1.0000
FFD,16,adversarial_harmonic,3,0.560447,0.0013,1.0000
BFD,16,adversarial_harmonic,3,0.560447,0.0018,1.0000
NextFit,16,adversarial_mixed,6,0.400000,0.0014,1.0000
FirstFit,16,adversarial_mixed,6,0.400000,0.0012,1.0000
BestFit,16,adversarial_mixed,6,0.400000,0.0022,1.0000
FFD,16,adversarial_mixed,6,0.400000,0.0016,1.0000
BFD,16,adversarial_mixed,6,0.400000,0.0024,1.0000
NextFit,16,random_uniform,14,4.267809,0.0017,1.1667
FirstFit,16,random_uniform,12,2.267809,0.0012,1.0000
BestFit,16,random_uniform,12,2.267809,0.0027,1.0000
FFD,16,random_uniform,12,2.267809,0.0016,1.0000
BFD,16,random_uniform,12,2.267809,0.0024,1.0000
NextFit,16,random_normal,14,4.701723,0.0022,1.1667
FirstFit,16,random_normal,12,2.701723,0.0010,1.0000
BestFit,16,random_normal,12,2.701723,0.0029,1.0000
FFD,16,random_normal,12,2.701723,0.0013,1.0000
BFD,16,random_normal,12,2.701723,0.0024,1.0000
NextFit,16,adversarial_over_half,16,7.840000,0.0015,1.0000
FirstFit,16,adversarial_over_half,16,7.840000,0.0011,1.0000
BestFit,16,adversarial_over_half,16,7.840000,0.0024,1.0000
FFD,16,adversarial_over_half,16,7.840000,0.0012,1.0000
BFD,16,adversarial_over_half,16,7.840000,0.0021,1.0000
NextFit,16,adversarial_harmonic,3,0.560447,0.0011,1.0000
FirstFit,16,adversarial_harmonic,3,0.560447,0.0010,1.0000
BestFit,16,adversarial_harmonic,3,0.560447,0.0021,1.0000
FFD,16,adversarial_harmonic,3,0.560447,0.0013,1.0000
BFD,16,adversarial_harmonic,3,0.560447,0.0016,1.0000
NextFit,16,adversarial_mixed,6,0.400000,0.0012,1.0000
FirstFit,16,adversarial_mixed,6,0.400000,0.0011,1.0000
BestFit,16,adversarial_mixed,6,0.400000,0.0020,1.0000
FFD,16,adversarial_mixed,6,0.400000,0.0020,1.0000
BFD,16,adversarial_mixed,6,0.400000,0.0025,1.0000
NextFit,16,random_uniform,11,3.310490,0.0026,1.2222
FirstFit,16,random_uniform,10,2.310490,0.0012,1.1111
BestFit,16,random_uniform,9,1.310490,0.0035,1.0000
FFD,16,random_uniform,9,1.310490,0.0155,1.0000
BFD,16,random_uniform,9,1.310490,0.0028,1.0000
NextFit,16,random_normal,11,2.556776,0.0026,1.1000
FirstFit,16,random_normal,10,1.556776,0.0013,1.0000
BestFit,16,random_normal,10,1.556776,0.0032,1.0000
FFD,16,random_normal,10,1.556776,0.0020,1.0000
BFD,16,random_normal,10,1.556776,0.0027,1.0000
NextFit,16,adversarial_over_half,16,7.840000,0.0017,1.0000
FirstFit,16,adversarial_over_half,16,7.840000,0.0011,1.0000
BestFit,16,adversarial_over_half,16,7.840000,0.0027,1.0000
FFD,16,adversarial_over_half,16,7.840000,0.0015,1.0000
BFD,16,adversarial_over_half,16,7.840000,0.0023,1.0000
NextFit,16,adversarial_harmonic,3,0.560447,0.0011,1.0000
FirstFit,16,adversarial_harmonic,3,0.560447,0.0011,1.0000
BestFit,16,adversarial_harmonic,3,0.560447,0.0023,1.0000
FFD,16,adversarial_harmonic,3,0.560447,0.0017,1.0000
BFD,16,adversarial_harmonic,3,0.560447,0.0018,1.0000
NextFit,16,adversarial_mixed,6,0.400000,0.0013,1.0000
FirstFit,16,adversarial_mixed,6,0.400000,0.0013,1.0000
BestFit,16,adversarial_mixed,6,0.400000,0.0020,1.0000
FFD,16,adversarial_mixed,6,0.400000,0.0020,1.0000
BFD,16,adversarial_mixed,6,0.400000,0.0027,1.0000
NextFit,16,random_uniform,13,4.110047,0.0018,1.1818
FirstFit,16,random_uniform,12,3.110047,0.0012,1.0909
BestFit,16,random_uniform,12,3.110047,0.0028,1.0909
FFD,16,random_uniform,11,2.110047,0.0016,1.0000
BFD,16,random_uniform,11,2.110047,0.0026,1.0000
NextFit,16,random_normal,14,4.699938,0.0018,1.2727
FirstFit,16,random_normal,12,2.699938,0.0013,1.0909
BestFit,16,random_normal,12,2.699938,0.0029,1.0909
FFD,16,random_normal,11,1.699938,0.0017,1.0000
BFD,16,random_normal,11,1.699938,0.0028,1.0000
NextFit,16,adversarial_over_half,16,7.840000,0.0017,1.0000
FirstFit,16,adversarial_over_half,16,7.840000,0.0011,1.0000
BestFit,16,adversarial_over_half,16,7.840000,0.0029,1.0000
FFD,16,adversarial_over_half,16,7.840000,0.0014,1.0000
BFD,16,adversarial_over_half,16,7.840000,0.0018,1.0000
NextFit,16,adversarial_harmonic,3,0.560447,0.0010,1.0000
FirstFit,16,adversarial_harmonic,3,0.560447,0.0010,1.0000
BestFit,16,adversarial_harmonic,3,0.560447,0.0019,1.0000
FFD,16,adversarial_harmonic,3,0.560447,0.0014,1.0000
BFD,16,adversarial_harmonic,3,0.560447,0.0017,1.0000
NextFit,16,adversarial_mixed,6,0.400000,0.0014,1.0000
FirstFit,16,adversarial_mixed,6,0.400000,0.0012,1.0000
BestFit,16,adversarial_mixed,6,0.400000,0.0019,1.0000
FFD,16,adversarial_mixed,6,0.400000,0.0015,1.0000
BFD,16,adversarial_mixed,6,0.400000,0.0024,1.0000
NextFit,16,random_uniform,9,2.381217,0.0019,1.2857
FirstFit,16,random_uniform,8,1.381217,0.0011,1.1429
BestFit,16,random_uniform,7,0.381217,0.0024,1.0000
FFD,16,random_uniform,7,0.381217,0.0014,1.0000
BFD,16,random_uniform,7,0.381217,0.0023,1.0000
NextFit,16,random_normal,9,1.501990,0.0020,1.1250
FirstFit,16,random_normal,8,0.501990,0.0012,1.0000
BestFit,16,random_normal,8,0.501990,0.0025,1.0000
FFD,16,random_normal,8,0.501990,0.0017,1.0000
BFD,16,random_normal,8,0.501990,0.0024,1.0000
NextFit,16,adversarial_over_half,16,7.840000,0.0014,1.0000
FirstFit,16,adversarial_over_half,16,7.840000,0.0011,1.0000
BestFit,16,adversarial_over_half,16,7.840000,0.0024,1.0000
FFD,16,adversarial_over_half,16,7.840000,0.0014,1.0000
BFD,16,adversarial_over_half,16,7.840000,0.0021,1.0000
NextFit,16,adversarial_harmonic,3,0.560447,0.0009,1.0000
FirstFit,16,adversarial_harmonic,3,0.560447,0.0010,1.0000
BestFit,16,adversarial_harmonic,3,0.560447,0.0019,1.0000
FFD,16,adversarial_harmonic,3,0.560447,0.0012,1.0000
BFD,16,adversarial_harmonic,3,0.560447,0.0016,1.0000
NextFit,16,adversarial_mixed,6,0.400000,0.0012,1.0000
FirstFit,16,adversarial_mixed,6,0.400000,0.0011,1.0000
BestFit,16,adversarial_mixed,6,0.400000,0.0019,1.0000
FFD,16,adversarial_mixed,6,0.400000,0.0015,1.0000
BFD,16,adversarial_mixed,6,0.400000,0.0026,1.0000
NextFit,16,random_uniform,11,3.533863,0.0020,1.3750
FirstFit,16,random_uniform,8,0.533863,0.0012,1.0000
BestFit,16,random_uniform,8,0.533863,0.0028,1.0000
FFD,16,random_uniform,8,0.533863,0.0017,1.0000
BFD,16,random_uniform,8,0.533863,0.0025,1.0000
NextFit,16,random_normal,11,3.274036,0.0015,1.2222
FirstFit,16,random_normal,11,3.274036,0.0011,1.2222
BestFit,16,random_normal,11,3.274036,0.0026,1.2222
FFD,16,random_normal,9,1.274036,0.0014,1.0000
BFD,16,random_normal,9,1.274036,0.0026,1.0000
NextFit,16,adversarial_over_half,16,7.840000,0.0017,1.0000
FirstFit,16,adversarial_over_half,16,7.840000,0.0012,1.0000
BestFit,16,adversarial_over_half,16,7.840000,0.0027,1.0000
FFD,16,adversarial_over_half,16,7.840000,0.0015,1.0000
BFD,16,adversarial_over_half,16,7.840000,0.0021,1.0000
NextFit,16,adversarial_harmonic,3,0.560447,0.0015,1.0000
FirstFit,16,adversarial_harmonic,3,0.560447,0.0011,1.0000
BestFit,16,adversarial_harmonic,3,0.560447,0.0021,1.0000
FFD,16,adversarial_harmonic,3,0.560447,0.0013,1.0000
BFD,16,adversarial_harmonic,3,0.560447,0.0016,1.0000
NextFit,16,adversarial_mixed,6,0.400000,0.0016,1.0000
FirstFit,16,adversarial_mixed,6,0.400000,0.0013,1.0000
BestFit,16,adversarial_mixed,6,0.400000,0.0019,1.0000
FFD,16,adversarial_mixed,6,0.400000,0.0017,1.0000
BFD,16,adversarial_mixed,6,0.400000,0.0024,1.0000
NextFit,16,random_uniform,12,3.926488,0.0019,1.3333
FirstFit,16,random_uniform,9,0.926488,0.0012,1.0000
BestFit,16,random_uniform,9,0.926488,0.0027,1.0000
FFD,16,random_uniform,9,0.926488,0.0014,1.0000
BFD,16,random_uniform,9,0.926488,0.0026,1.0000
NextFit,16,random_normal,11,2.850491,0.0016,1.1000
FirstFit,16,random_normal,10,1.850491,0.0012,1.0000
BestFit,16,random_normal,10,1.850491,0.0024,1.0000
